"","publisher","page_id","name","urlslug","id","align","eye","hair","sex","gsm","alive","appearances","first_appearance","month","year","date"
"3869","Marvel",663791,"Garon Lewis (Earth-616)","\/Garon_Lewis_(Earth-616)","Public Identity",NA,"Brown Eyes","Black Hair","Male Characters",NA,"Living Characters",8,"1996, June","June",1996,1996-06-01
"3870","Marvel",101631,"Harper (Earth-616)","\/Harper_(Earth-616)","Secret Identity","Bad Characters",NA,"White Hair","Male Characters",NA,"Living Characters",8,"1996, June","June",1996,1996-06-01
"3871","Marvel",295053,"Johann Shmidt (Heroes Reborn) (Earth-616)","\/Johann_Shmidt_(Heroes_Reborn)_(Earth-616)",NA,"Bad Characters",NA,NA,"Male Characters",NA,"Living Characters",8,"1996, September","September",1996,1996-09-01
"3872","Marvel",338865,"Josephine Pulaski (Earth-616)","\/Josephine_Pulaski_(Earth-616)","Public Identity","Bad Characters","Brown Eyes","Brown Hair","Female Characters",NA,"Living Characters",8,"1996, January","January",1996,1996-01-01
"3873","Marvel",7670,"Kamal el Alaoui (Earth-616)","\/Kamal_el_Alaoui_(Earth-616)","Secret Identity","Bad Characters","Brown Eyes","Black Hair","Male Characters",NA,"Living Characters",8,"1996, November","November",1996,1996-11-01
"3874","Marvel",182978,"Norrin Radd (Heroes Reborn) (Earth-616)","\/Norrin_Radd_(Heroes_Reborn)_(Earth-616)",NA,"Good Characters","Silver Eyes","No Hair","Male Characters",NA,"Deceased Characters",8,"1996, November","November",1996,1996-11-01
"3875","Marvel",34232,"Romany Wisdom (Earth-616)","\/Romany_Wisdom_(Earth-616)","Secret Identity",NA,NA,"Black Hair","Female Characters",NA,"Deceased Characters",8,"1996, October","October",1996,1996-10-01
"3876","Marvel",22989,"Whistle Pig (Earth-616)","\/Whistle_Pig_(Earth-616)","Public Identity",NA,"Black Eyes","Black Hair","Male Characters",NA,"Living Characters",8,"1996, January","January",1996,1996-01-01
"3877","Marvel",19608,"Ashema (Earth-616)","\/Ashema_(Earth-616)",NA,NA,NA,NA,"Female Characters",NA,"Living Characters",8,"1997, December","December",1997,1997-12-01
"3878","Marvel",268627,"Homer Un (Earth-616)","\/Homer_Un_(Earth-616)",NA,"Bad Characters",NA,NA,"Male Characters",NA,"Living Characters",8,"1997, January","January",1997,1997-01-01
"3879","Marvel",388454,"Lord Churchill (Earth-616)","\/Lord_Churchill_(Earth-616)","Secret Identity","Good Characters",NA,NA,"Male Characters",NA,"Deceased Characters",8,"1997, November","November",1997,1997-11-01
"3880","Marvel",670352,"Marina Caches (Earth-616)","\/Marina_Caches_(Earth-616)","Public Identity",NA,"Black Eyes","Black Hair","Female Characters",NA,"Living Characters",8,"1997, October","October",1997,1997-10-01
"3881","Marvel",670532,"Mary Alice Anders (Earth-616)","\/Mary_Alice_Anders_(Earth-616)","No Dual Identity",NA,NA,"Black Hair","Female Characters",NA,"Deceased Characters",8,"1997, November","November",1997,1997-11-01
"3882","Marvel",301941,"Max Pressman (Earth-616)","\/Max_Pressman_(Earth-616)","Secret Identity","Bad Characters",NA,NA,"Male Characters",NA,"Living Characters",8,"1997, August","August",1997,1997-08-01
"3883","Marvel",30321,"Meiko Yin (Earth-616)","\/Meiko_Yin_(Earth-616)",NA,"Bad Characters",NA,"Black Hair","Female Characters",NA,"Living Characters",8,"1997, March","March",1997,1997-03-01
"3884","Marvel",8025,"Naomi Kale (Earth-616)","\/Naomi_Kale_(Earth-616)","Secret Identity","Good Characters","Blue Eyes","Black Hair","Female Characters",NA,"Deceased Characters",8,"1997, July","July",1997,1997-07-01
"3885","Marvel",16994,"Nikolai Vronsky (Earth-616)","\/Nikolai_Vronsky_(Earth-616)","Secret Identity","Bad Characters",NA,"Bald","Male Characters",NA,"Living Characters",8,"1997, September","September",1997,1997-09-01
"3886","Marvel",659486,"Scrier (Cosmic Being) (Earth-616)","\/Scrier_(Cosmic_Being)_(Earth-616)",NA,NA,NA,NA,"Male Characters",NA,"Living Characters",8,"1997, July","July",1997,1997-07-01
"3887","Marvel",489074,"Sorrentino (Earth-616)","\/Sorrentino_(Earth-616)","Public Identity",NA,"White Eyes","Black Hair","Female Characters",NA,"Living Characters",8,"1997, April","April",1997,1997-04-01
"3888","Marvel",419813,"Cinder Fontatine (Earth-616)","\/Cinder_Fontatine_(Earth-616)","Secret Identity","Bad Characters","Blue Eyes","Blond Hair","Female Characters",NA,"Living Characters",8,"1998, July","July",1998,1998-07-01
"3889","Marvel",483593,"Jason Rivera (Earth-616)","\/Jason_Rivera_(Earth-616)","Public Identity",NA,"Black Eyes","Black Hair","Male Characters",NA,"Living Characters",8,"1998, July","July",1998,1998-07-01
"3890","Marvel",419815,"Vise (Earth-616)","\/Vise_(Earth-616)","Secret Identity","Bad Characters","Blue Eyes","Red Hair","Female Characters",NA,"Living Characters",8,"1998, July","July",1998,1998-07-01
"3891","Marvel",186706,"Connie Ferrari (Earth-616)","\/Connie_Ferrari_(Earth-616)","Public Identity","Good Characters","Brown Eyes","Black Hair","Female Characters",NA,"Living Characters",8,"1999, August","August",1999,1999-08-01
"3892","Marvel",177051,"Gray Dolman (Earth-616)","\/Gray_Dolman_(Earth-616)",NA,NA,"Brown Eyes","Black Hair","Male Characters",NA,"Living Characters",8,"1999, February","February",1999,1999-02-01
"3893","Marvel",17091,"Lord Templar (Tremont) (Earth-616)","\/Lord_Templar_(Tremont)_(Earth-616)",NA,"Bad Characters","Red Eyes","Black Hair","Male Characters",NA,"Living Characters",8,"1999, February","February",1999,1999-02-01
"3894","Marvel",7625,"Olisa Kabaki (Earth-616)","\/Olisa_Kabaki_(Earth-616)","Secret Identity","Bad Characters","Brown Eyes","Black Hair","Female Characters",NA,"Living Characters",8,"1999, November","November",1999,1999-11-01
"3895","Marvel",16883,"Psimon (Earth-616)","\/Psimon_(Earth-616)","Secret Identity","Good Characters",NA,"Bald","Male Characters",NA,"Living Characters",8,"1999, October","October",1999,1999-10-01
"3896","Marvel",265091,"Tokkots (Earth-616)","\/Tokkots_(Earth-616)",NA,"Bad Characters",NA,NA,"Male Characters",NA,"Living Characters",8,"1999, February","February",1999,1999-02-01
"3897","Marvel",7672,"Venkat Katregadda (Earth-616)","\/Venkat_Katregadda_(Earth-616)","Secret Identity","Bad Characters","Brown Eyes","Black Hair","Male Characters",NA,"Living Characters",8,"1999, March","March",1999,1999-03-01
"3898","Marvel",16897,"William Kimpton (Earth-616)","\/William_Kimpton_(Earth-616)","Secret Identity","Good Characters","Green Eyes","Bald","Male Characters",NA,"Deceased Characters",8,"1999, April","April",1999,1999-04-01
"3899","Marvel",67040,"Elric Freedom (Heroes Reborn) (Earth-616)","\/Elric_Freedom_(Heroes_Reborn)_(Earth-616)","Secret Identity",NA,"Blue Eyes","Black Hair","Male Characters",NA,"Living Characters",8,"2000, January","January",2000,2000-01-01
"3900","Marvel",454400,"Lan (Earth-616)","\/Lan_(Earth-616)","Public Identity","Good Characters",NA,NA,"Male Characters",NA,"Living Characters",8,"2000, October","October",2000,2000-10-01
"3901","Marvel",19651,"Nathaniel Bumpo (Earth-616)","\/Nathaniel_Bumpo_(Earth-616)","Public Identity","Good Characters","Brown Eyes","Brown Hair","Male Characters",NA,"Living Characters",8,"2000, April","April",2000,2000-04-01
"3902","Marvel",16799,"Nuro (Earth-616)","\/Nuro_(Earth-616)","Public Identity","Good Characters","Green Eyes","Black Hair","Male Characters",NA,"Living Characters",8,"2000, October","October",2000,2000-10-01
"3903","Marvel",16913,"Revenant (Earth-616)","\/Revenant_(Earth-616)","Secret Identity","Bad Characters","Black Eyes","Bald","Female Characters",NA,"Deceased Characters",8,"2000, August","August",2000,2000-08-01
"3904","Marvel",16947,"Spunje (Earth-616)","\/Spunje_(Earth-616)","Public Identity","Good Characters","Green Eyes","Black Hair","Male Characters",NA,"Living Characters",8,"2000, October","October",2000,2000-10-01
"3905","Marvel",454401,"Tarn (Earth-616)","\/Tarn_(Earth-616)","Public Identity","Good Characters",NA,NA,"Male Characters",NA,"Living Characters",8,"2000, October","October",2000,2000-10-01
"3906","Marvel",4678,"Timothy Carney (Earth-616)","\/Timothy_Carney_(Earth-616)","Secret Identity","Good Characters",NA,"Brown Hair","Male Characters",NA,"Deceased Characters",8,"2000, March","March",2000,2000-03-01
"3907","Marvel",9534,"Axel Cluney (Earth-616)","\/Axel_Cluney_(Earth-616)","Secret Identity",NA,"Blue Eyes","Blond Hair","Male Characters",NA,"Deceased Characters",8,"2001, July","July",2001,2001-07-01
"3908","Marvel",292675,"Jennifer Hardesty (Earth-616)","\/Jennifer_Hardesty_(Earth-616)","Public Identity","Good Characters","Brown Eyes","Black Hair","Female Characters",NA,"Living Characters",8,"2001, August","August",2001,2001-08-01
"3909","Marvel",95417,"Marvin Hoffman (Earth-616)","\/Marvin_Hoffman_(Earth-616)","Secret Identity","Bad Characters",NA,"Black Hair","Male Characters",NA,"Deceased Characters",8,"2001, July","July",2001,2001-07-01
"3910","Marvel",16228,"Michael Asher (Earth-616)","\/Michael_Asher_(Earth-616)","Secret Identity",NA,NA,NA,"Male Characters",NA,"Deceased Characters",8,"2001, July","July",2001,2001-07-01
"3911","Marvel",16805,"Orwell (Earth-616)","\/Orwell_(Earth-616)","Secret Identity",NA,"Blue Eyes","Red Hair","Male Characters",NA,"Deceased Characters",8,"2001, July","July",2001,2001-07-01
"3912","Marvel",609522,"Robert Tanaka (Earth-616)","\/Robert_Tanaka_(Earth-616)","Public Identity",NA,"Blue Eyes","Black Hair","Male Characters",NA,"Living Characters",8,"2001, December","December",2001,2001-12-01
"3913","Marvel",54977,"Roger Harrington (Earth-616)","\/Roger_Harrington_(Earth-616)",NA,NA,NA,NA,"Male Characters",NA,"Living Characters",8,"2001, August","August",2001,2001-08-01
"3914","Marvel",19558,"Samuel Silke, Jr. (Earth-616)","\/Samuel_Silke,_Jr._(Earth-616)","Public Identity","Bad Characters","Black Eyes","Black Hair","Male Characters",NA,"Deceased Characters",8,"2001, December","December",2001,2001-12-01
"3915","Marvel",418835,"Eliza Robbins (Earth-616)","\/Eliza_Robbins_(Earth-616)",NA,NA,NA,NA,"Female Characters",NA,"Living Characters",8,"2002, July","July",2002,2002-07-01
"3916","Marvel",36546,"Khan (Alien) (Earth-616)","\/Khan_(Alien)_(Earth-616)","Secret Identity",NA,NA,"White Hair","Male Characters",NA,"Living Characters",8,"2002, April","April",2002,2002-04-01
"3917","Marvel",1960,"Leash (Earth-616)","\/Leash_(Earth-616)","Secret Identity","Bad Characters",NA,"Black Hair","Female Characters",NA,"Living Characters",8,"2002, January","January",2002,2002-01-01
"3918","Marvel",19538,"Yith (Earth-616)","\/Yith_(Earth-616)",NA,"Bad Characters","Black Eyes","Auburn Hair","Female Characters",NA,"Living Characters",8,"2002, July","July",2002,2002-07-01
"3919","Marvel",655011,"Ashleigh Nichols (Earth-616)","\/Ashleigh_Nichols_(Earth-616)","No Dual Identity",NA,"Green Eyes","Blond Hair","Female Characters",NA,"Living Characters",8,"2003, December","December",2003,2003-12-01
"3920","Marvel",12753,"Digger (Vegas Thirteen) (Earth-616)","\/Digger_(Vegas_Thirteen)_(Earth-616)","Public Identity","Bad Characters","Pink Eyes","No Hair","Male Characters",NA,"Living Characters",8,"2003, May","May",2003,2003-05-01
"3921","Marvel",4479,"Josiah al hajj Saddiq (Earth-616)","\/Josiah_al_hajj_Saddiq_(Earth-616)","Secret Identity","Good Characters","Brown Eyes","Black Hair","Male Characters",NA,"Living Characters",8,"2003, July","July",2003,2003-07-01
"3922","Marvel",289413,"Zarina (Earth-616)","\/Zarina_(Earth-616)","No Dual Identity","Bad Characters","Blue Eyes",NA,"Female Characters",NA,"Living Characters",8,"2003, October","October",2003,2003-10-01
"3923","Marvel",435173,"Bobo (Chimpanzee) (Earth-616)","\/Bobo_(Chimpanzee)_(Earth-616)",NA,"Good Characters",NA,"Brown Hair","Male Characters",NA,"Living Characters",8,"2004, September","September",2004,2004-09-01
"3924","Marvel",16477,"Hack (Mutant) (Earth-616)","\/Hack_(Mutant)_(Earth-616)",NA,"Good Characters",NA,"Black Hair","Male Characters",NA,"Living Characters",8,"2004, August","August",2004,2004-08-01
"3925","Marvel",36297,"Lucia von Bardas (Earth-616)","\/Lucia_von_Bardas_(Earth-616)","Secret Identity","Bad Characters","Green Eyes","Black Hair","Female Characters",NA,"Living Characters",8,"2004, April","April",2004,2004-04-01
"3926","Marvel",111901,"Luna DePaula (Earth-616)","\/Luna_DePaula_(Earth-616)","Public Identity","Good Characters","Brown Eyes","Brown Hair","Female Characters","Homosexual Characters","Living Characters",8,"2004, January","January",2004,2004-01-01
"3927","Marvel",7153,"Shen Xorn (Earth-616)","\/Shen_Xorn_(Earth-616)","Secret Identity","Good Characters",NA,NA,"Male Characters",NA,"Living Characters",8,"2004, July","July",2004,2004-07-01
"3928","Marvel",30502,"Augustine du Lac (Earth-616)","\/Augustine_du_Lac_(Earth-616)","Secret Identity","Bad Characters",NA,"Black Hair","Male Characters",NA,"Living Characters",8,"2005, June","June",2005,2005-06-01
"3929","Marvel",676139,"Dondi Reese (Earth-616)","\/Dondi_Reese_(Earth-616)","Public Identity",NA,"Grey Eyes","White Hair","Female Characters",NA,"Living Characters",8,"2005, April","April",2005,2005-04-01
"3930","Marvel",116385,"Edgar Lascombe (Earth-616)","\/Edgar_Lascombe_(Earth-616)","Secret Identity","Bad Characters",NA,"Brown Hair","Male Characters",NA,"Living Characters",8,"2005, August","August",2005,2005-08-01
"3931","Marvel",58652,"Igor Stancheck (Earth-616)","\/Igor_Stancheck_(Earth-616)","Secret Identity","Bad Characters","Yellow Eyes","Bald","Male Characters",NA,"Deceased Characters",8,"2005, June","June",2005,2005-06-01
"3932","Marvel",526675,"Laurie Lynton (Earth-616)","\/Laurie_Lynton_(Earth-616)","Public Identity","Good Characters","Blue Eyes","Blond Hair","Female Characters",NA,"Living Characters",8,"2005, June","June",2005,2005-06-01
"3933","Marvel",22203,"Rozalyn Backus (Earth-616)","\/Rozalyn_Backus_(Earth-616)",NA,NA,"Brown Eyes","Black Hair","Female Characters",NA,"Living Characters",8,"2005, June","June",2005,2005-06-01
"3934","Marvel",21492,"Zander Rice (Earth-616)","\/Zander_Rice_(Earth-616)",NA,"Bad Characters","Blue Eyes","Brown Hair","Male Characters",NA,"Deceased Characters",8,"2005, March","March",2005,2005-03-01
"3935","Marvel",28290,"Aegis (Earth-616)","\/Aegis_(Earth-616)","Secret Identity",NA,"White Eyes","No Hair","Female Characters",NA,"Deceased Characters",8,"2006, August","August",2006,2006-08-01
"3936","Marvel",23583,"Black Cloak (Earth-616)","\/Black_Cloak_(Earth-616)","Secret Identity","Bad Characters",NA,NA,"Male Characters",NA,"Deceased Characters",8,"2006, February","February",2006,2006-02-01
"3937","Marvel",23586,"Hypernova (Earth-616)","\/Hypernova_(Earth-616)","Secret Identity","Bad Characters","White Eyes","Red Hair","Female Characters",NA,"Living Characters",8,"2006, February","February",2006,2006-02-01
"3938","Marvel",42293,"Jack Dio (Earth-616)","\/Jack_Dio_(Earth-616)","Secret Identity","Bad Characters","Blue Eyes","Black Hair","Male Characters",NA,"Living Characters",8,"2006, April","April",2006,2006-04-01
"3939","Marvel",32469,"Perro (Earth-616)","\/Perro_(Earth-616)","Secret Identity","Bad Characters",NA,"Black Hair","Male Characters",NA,"Living Characters",8,"2006, September","September",2006,2006-09-01
"3940","Marvel",32468,"Serafina (Earth-616)","\/Serafina_(Earth-616)","Secret Identity","Bad Characters","Grey Eyes","Black Hair","Female Characters",NA,"Living Characters",8,"2006, September","September",2006,2006-09-01
"3941","Marvel",28231,"Tenebrous (Earth-616)","\/Tenebrous_(Earth-616)",NA,"Bad Characters",NA,NA,NA,NA,"Deceased Characters",8,"2006, October","October",2006,2006-10-01
"3942","Marvel",19388,"Tracy Skylark (Earth-616)","\/Tracy_Skylark_(Earth-616)","Public Identity","Good Characters",NA,"Blond Hair","Female Characters",NA,"Living Characters",8,"2006, March","March",2006,2006-03-01
"3943","Marvel",699729,"Veronica King (Earth-616)","\/Veronica_King_(Earth-616)","No Dual Identity","Good Characters","Green Eyes","Blond Hair","Female Characters",NA,"Living Characters",8,"2006, December","December",2006,2006-12-01
"3944","Marvel",23592,"Warshot (Earth-616)","\/Warshot_(Earth-616)","Secret Identity","Bad Characters",NA,NA,"Male Characters",NA,"Living Characters",8,"2006, February","February",2006,2006-02-01
"3945","Marvel",607710,"Anthony Stark (Onslaught Reborn) (Earth-616)","\/Anthony_Stark_(Onslaught_Reborn)_(Earth-616)","Secret Identity","Good Characters","Blue Eyes","Black Hair","Male Characters",NA,"Living Characters",8,"2007, February","February",2007,2007-02-01
"3946","Marvel",575792,"Grace (Earth-616)","\/Grace_(Earth-616)","Secret Identity",NA,"Brown Eyes","Blond Hair","Female Characters",NA,"Living Characters",8,"2007, October","October",2007,2007-10-01
"3947","Marvel",575793,"Kaz (Earth-616)","\/Kaz_(Earth-616)","Secret Identity",NA,NA,"Black Hair","Male Characters",NA,"Living Characters",8,"2007, October","October",2007,2007-10-01
"3948","Marvel",35909,"Maureen Raven (Earth-616)","\/Maureen_Raven_(Earth-616)",NA,"Good Characters","Green Eyes","Red Hair","Female Characters",NA,"Deceased Characters",8,"2007, January","January",2007,2007-01-01
"3949","Marvel",292319,"William Wagner (Earth-616)","\/William_Wagner_(Earth-616)","Secret Identity","Good Characters","Blue Eyes","Brown Hair","Male Characters",NA,"Living Characters",8,"2007, January","January",2007,2007-01-01
"3950","Marvel",119466,"Cronus (Earth-616)","\/Cronus_(Earth-616)","Public Identity","Bad Characters","Brown Eyes","White Hair","Male Characters",NA,"Living Characters",8,"2008, June","June",2008,2008-06-01
"3951","Marvel",527015,"Director Gruenwald (Earth-616)","\/Director_Gruenwald_(Earth-616)",NA,NA,NA,"Brown Hair","Male Characters",NA,"Living Characters",8,"2008, November","November",2008,2008-11-01
"3952","Marvel",330010,"Evelyn Necker (Earth-616)","\/Evelyn_Necker_(Earth-616)","Public Identity",NA,"Green Eyes","Red Hair","Female Characters",NA,"Living Characters",8,"2008, November","November",2008,2008-11-01
